"bacino_idrografico","lago","corpo_idrico","provincia","comune","codice_comune","coord_x","coord_y","codice_stazione","descrizione_profondit","profondit","data_campionamento","parametro","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","1,2-dicloroetilene","<1","540-59-0",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","1,2-dicloropropano","<0,1","78-87-5",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Alcalinità","0,914","71-52-3",,,"meq/l",,"millimoli per litro",,"0.914","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Antimonio","<1","7440-36-0",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Antracene","<0,001","120-12-7",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Azoto ammoniacale","<0,015","14798-03-9",,,"mg/l","N","milligrammi per litro","<","0.015","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Azoto nitrico","0,69","14797-55-8",,,"mg/l","N","milligrammi per litro",,"0.69","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Azoto nitroso","<0,006","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.006","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Azoto Totale","1,1","17778-88-0",,,"mg/l","N","milligrammi per litro",,"1.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzene","<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0.2","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzo (a) pirene","<0,001","50-32-8",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzo (b) fluorantene","<0,001","205-99-2",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzo (g,h,i) perilene","<0,001","191-24-2",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzo (k) fluorantene","<0,001","207-08-9",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Benzo(a)antracene","<0,001","56-55-3",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Boro","<50","7440-42-8",,,"µg/l",,"microgrammi per litro","<","50.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Bromodiclorometano","<0,05","75-27-4",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Calcio","25,8","7440-70-2",,,"mg/l",,"milligrammi per litro",,"25.8","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","cC6O4 [Difluoro{[2,2,4,5-tetrafluoro- 5-(trifluoromethoxy)-1,3-dioxolan- 4-yl]oxy} acetic acid]","<0,04","1190931-27-1",,,"µg/l",,"microgrammi per litro","<","0.04","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Cianuri liberi","<20","57-12-5",,,"µg/l",,"microgrammi per litro","<","20.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Cloruri","3,3","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"3.3","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Cloruro di Vinile","<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0.25","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Crisene","<0,001","218-01-9",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dibenzo(a,h)antracene","<0,001","53-70-3",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dibenzo(a,h)pirene","<0,001","189-64-0",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dibromoclorometano","<0,05","124-48-1",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dicloroetano 1,1","<1","75-34-3",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dicloroetano 1,2","<0,3","107-06-2",,,"µg/l",,"microgrammi per litro","<","0.3","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dicloroetilene cis","<1","156-59-2",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Dicloroetilene trans","<1","156-60-5",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Durezza (totale)","80",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"80.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Esaclorobutadiene","<0,025","87-68-3",,,"µg/l",,"microgrammi per litro","<","0.025","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","ETBE ( etil terbutil etere )","<5","637-92-3",,,"µg/l",,"microgrammi per litro","<","5.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Etilbenzene","<1","100-41-4",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Fluorantene","<0,001","206-44-0",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Fosforo Totale","14","7723-14-0",,,"µg/l","P","microgrammi per litro",,"14.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Idrocarburi policiclici aromatici","0,004",,,"CHM-IPA-0","µg/l",,"microgrammi per litro",,"0.004","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Indeno(1,2,3-cd)pirene","<0,001","193-39-5",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Isopropilbenzene","<1","98-82-8",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","m+p-Xilene","<1",,,"CHM-MP-XIL","µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Magnesio","3,7","7439-95-4",,,"mg/l",,"milligrammi per litro",,"3.7","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","MTBE (metil terbutil etere)","<5","1634-04-4",,,"µg/l",,"microgrammi per litro","<","5.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Naftalene","0,004","91-20-3",,,"µg/l",,"microgrammi per litro",,"0.004","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Ortofosfato","10","14265-44-2",,,"µg/l","P","microgrammi per litro",,"10.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFBA (Perfluoro Butanoic Acid)","<0,005","375-22-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFBS (Perfluoro Butane Sulfonate)","<0,005","375-73-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFDoA (Perfluoro Dodecanoic Acid)","<0,01","307-55-1",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFOA (Perfluoro Octanoic Acid)","<0,005","335-67-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFOS (Perfluoro Octane Sulfonate)","0,0025","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.0025","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFPeA (Perfluoro Pentanoic Acid)","<0,005","2706-90-3",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","PFUdA (Perfluoro Undecanoic Acid)","<0,01","2058-94-8",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Pirene","<0,001","129-00-0",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Potassio","1,5","7440-09-7",,,"mg/l",,"milligrammi per litro",,"1.5","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Selenio","<1","7782-49-2",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Silicati reattivi","4,1","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"4.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Sodio","2,9","7440-23-5",,,"mg/l",,"milligrammi per litro",,"2.9","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Solfati","30,1","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"30.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Somma tricloroetilene + tetracloroetilene","0",,,"CHM-TTC-0","µg/l",,"microgrammi per litro",,"0.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Sommatoria Idrocarburi Policiclici Aromatici","0",,,"CHM-POL-ARO","µg/l",,"microgrammi per litro",,"0.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Sommatoria Trialometani","0",,,"CHM-TRIA-MET","µg/l",,"microgrammi per litro",,"0.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Stirene","<0,5","100-42-5",,,"µg/l",,"microgrammi per litro","<","0.5","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Test Nitrati-Nitriti","0,0810619",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.0810619","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tetracloroetano 1,1,2,2","<0,05","79-34-5",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tetracloroetilene","<0,1","127-18-4",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tetracloruro di carbonio","<0,25","56-23-5",,,"µg/l",,"microgrammi per litro","<","0.25","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Toluene","<0,5","108-88-3",,,"µg/l",,"microgrammi per litro","<","0.5","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tribromometano","<0,1","75-25-2",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tricloroetano 1,1,1","<0,5","71-55-6",,,"µg/l",,"microgrammi per litro","<","0.5","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tricloroetano 1,1,2","<0,1","79-00-5",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Tricloroetilene","<0,1","79-01-6",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Triclorometano","<0,05","67-66-3",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Vanadio","<1","7440-62-2",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Xilene (somma isomeri)","<1","1330-20-7",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_2 pot","50 - 360","2021-06-22","Xilene orto","<1","95-47-6",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","1,1-Dicloroetilene","<0,1","75-35-4",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","1,2,3-Tricloropropano","<0,05","96-18-4",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","1,2-dibromoetano","<0,05","106-93-4",,,"µg/l",,"microgrammi per litro","<","0.05","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","1,2-dicloroetilene","<1","540-59-0",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","1,2-dicloropropano","<0,1","78-87-5",,,"µg/l",,"microgrammi per litro","<","0.1","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","Alcalinità","0,852","71-52-3",,,"meq/l",,"millimoli per litro",,"0.852","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","Antimonio","<1","7440-36-0",,,"µg/l",,"microgrammi per litro","<","1.0","2,021"
"Ticino","MAGGIORE (LAGO)","ITIRPOTI2LN1IN","VB","GHIFFA","103033","471,000","5,090,000","POTI2LN1in2","Lago Maggiore_integrato_1 pot","0 - 25","2021-09-22","Antracene","<0,001","120-12-7",,,"µg/l",,"microgrammi per litro","<","0.001","2,021"
